,co_name,symbol,market,asset,co_business,amplitude,pe_s_d,co_intro,sc,hk_equity,exchange,mv,pe_s,pb_d,equity,ps,industry,turnover,oo,pb_MRQ
876,互太纺织,01382,HK,2.19,-,-,-,"    互太纺织控股有限公司为针织布生产及营销商,公司总部位於亚太地区的国际商业中心-香港,其生産基地设於华南珠江三角洲的心脏地带-番禺。生産厂房装备全面,配有先进的生産设施,包括大型的污水处理设备及废热能发电设施,令公司有效及灵活地进行生産。厂房集合针织、染色、印花及整理之综合生产线,年産量约达8,700万公斤。公司拥有逾6,500名员工,部份为纺织行业中具丰富经验的专业人士。",-,14.46亿,HK,124.97亿,11.0133,3.95,14.46亿,2.00,纺织及成衣,0.06%,-,-
877,中电控股,00002,HK,41.09,-,-,-,"    中电在过去的百多年来,为亚洲市场的稳健发展灌注了生生不息的动力。我们为数以百万计的用户提供可靠的电力供应,并积极融入业务所在地的社群,为当地的社会及经济发展作出贡献。今天,中电的业务遍及香港、中国内地、澳洲、印度、东南亚及台湾,与各界携手缔造可持续发展的目标。",-,25.26亿,HK,2129.80亿,16.6959,2.05,25.26亿,2.67,电力公用事业,0.06%,-,-
878,东汇香港35-R,83012,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
879,恒生A股龙头,03128,HK,-,-,-,-,-,-,-,HK,3.24亿,-,-,-,-,-,-,-,-
880,大酒店,00045,HK,23.21,-,-,-,-,-,15.67亿,HK,143.37亿,21.5181,0.39,15.67亿,2.56,酒店,-,-,-
881,FI 三星韩国,07326,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
882,XDB沪深可选,03025,HK,-,-,-,-,-,-,1582.00万,HK,1.51亿,-,-,1582.00万,-,-,-,-,-
883,宏利金融-S,00945,HK,123.39,-,-,-,"    宏利於二零零九年庆祝香港上市十周年。宏利金融於一九九九年在多伦多、纽约、香港及菲律宾股票交易所上市。为纪念上市十年来的成功历程,迎接未来发展,宏利宣布於亚洲、加拿大及美国等地广植七万五千棵树木。",-,19.77亿,HK,2708.14亿,16.6518,1.11,19.77亿,7.54,保险,-,-,-
884,中国移动,00941,HK,53.45,-,-,-,"    中国移动有限公司(「本公司」,包括子公司合称为「本集团」)於一九九七年九月三日在香港成立,并於一九九七年十月二十二日和二十三日分别在纽约证券交易所(「纽约交易所」)和香港联合交易所有限公司(「香港交易所」)上市。公司股票在一九九八年一月二十七日成为香港恒生指数成份股。本集团是中国内地最大的移动通信服务供应商,拥有全球最多的移动用户和全球最大规模的移动通信网络。",-,204.75亿,HK,17793.19亿,14.6627,1.63,204.75亿,2.19,电讯服务,0.05%,-,-
885,GEG CNY B1312                   ,86002,HK,-,-,-,-/-,-,-,-,HK,-,-,-,-,-,-,-,-,-
886,ADB CNY N2010                   ,86001,HK,-,-,-,-/-,-,-,-,HK,-,-,-,-,-,-,-,-,-
887,BP-OIL  @EP1205                 ,10095,HK,-,-,-,-/-,-,-,-,HK,-,-,-,-,-,-,-,-,-
888,汇贤产业信托,87001,HK,5.41,-,-,-,-,-,52.98亿,HK,164.23亿,-,0.57,52.98亿,-,房地产投资信托基金,0.03%,-,-
889,ICBC CNHPREF1-R,84602,HK,6.42,-,-,-,"    中国工商银行股份有限公司前身为中国工商银行,成立於1984年1月1日。2005年10月28日,本行整体改制为股份有限公司。2006年10月27日,本行成功在上海证券交易所和香港联合交易所同日挂牌上市,创造了全球资本市场有史以来最大规模的IPO。",-,867.94亿,HK,-,-,-,3564.06亿,-,-,-,-,-
890,广发明晟A国-R,83156,HK,-,-,-,-,-,-,-,HK,7296.00万,-,-,-,-,-,-,-,-
891,嘉实中证五百-R,83150,HK,-,-,-,-,-,-,-,HK,1650.00万,-,-,-,-,-,-,-,-
892,安硕人债基金-R,83139,HK,-,-,-,-,-,-,383.97万,HK,1.29亿,-,-,383.97万,-,-,-,-,-
893,嘉实明晟50-R,83136,HK,-,-,-,-,-,-,2.44亿,HK,27.27亿,-,-,2.44亿,-,-,-,-,-
894,添富中证医药-R,83132,HK,-,-,-,-,-,-,-,HK,3739.20万,-,-,-,-,-,-,-,-
895,未来沪深三百-R,83127,HK,-,-,-,-,-,-,-,HK,1.16亿,-,-,-,-,-,-,-,-
896,南方东英短债-R,83122,HK,-,-,-,-,-,-,-,HK,6630.80万,-,-,-,-,-,-,-,-
897,易方达120-R,83120,HK,-,-,-,-,-,-,200.00万,HK,2352.00万,-,-,200.00万,-,-,-,-,-
898,嘉实明晟A股-R,83118,HK,-,-,-,-,-,-,1.51亿,HK,18.66亿,-,-,1.51亿,-,交易所买卖基金,-,-,-
899,安硕恒生指数—R,83115,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
900,价值黄金ETF-R,83081,HK,-,-,-,-,-,-,-,HK,5.71亿,-,-,-,-,-,-,-,-
901,安硕亚洲除日-R,83010,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
902,安硕沪深三百—R,82846,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
903,东汇A50-R,82843,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
904,恒指ETF-R,82833,HK,-,-,-,-,-,-,-,HK,328.53亿,-,-,-,-,-,-,-,-
905,博时 FA50–R,82832,HK,-,-,-,-,-,-,9.23亿,HK,47.88亿,-,-,9.23亿,-,-,-,-,-
906,恒生H股-R,82828,HK,-,-,-,-,-,-,-,HK,401.14亿,-,-,-,-,-,-,-,-
907,海通沪深三百-R,82811,HK,-,-,-,-,-,-,-,HK,3.32亿,-,-,-,-,-,-,-,-
908,5173,5173,HK,-,-,-,-,5173是全中国最大的虚拟物品交易平台! 5173成立于2002年11月，是一家专业提供网络游戏 电子商务服务的高新技术企业，是中国领先，以规范化运营为己任的大型专业网游及数字产品在线交易电子商务平台。 客服与运营中心在浙江金华，公司总部在上海，主要负责市场和产品的运营。,-,-,HK,-,-,-,-,-,电子商贸及互联网服务,-,-,-
909,安硕富时一百-U,09847,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
910,安硕沪深三百—U,09846,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
911,安硕纳指一百-U,09834,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
912,安硕韩国二百-U,09170,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
913,安硕ES50-U,09155,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
914,安硕DAX-U,09146,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
915,价值黄金ETF-U,09081,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
916,安硕亚洲除日-U,09010,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
917,新煮意控股股权,08580,HK,0.23,-,-,-,-,-,19.17亿,HK,4408.93万,-,0.10,19.17亿,0.22,-,-,-,-
918,环球能源资源,08579,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
919,福泽集团,08578,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
920,金力集团股权,08577,HK,0.81,-,-,-,"    本集团的主要业务为以制造及出售供各类电子设备使用的各式电池。为扩阔我们的产品种类,我们不断开发新产品及研发与电池生产希关之发明专利申请。我们对拥有多样化的电池及相关产品组合以满足客户不同需要及喜好而深感自豪。令我们在客户要求为其采购需要提供一站式解决方案时更为灵活。
    随着通过最初是我们自有的「金力」品牌制造及出售电池予工业客户而积累行业专业知识及经验,加上看准私人标签及OEM市场的增长机遇,",-,2.40亿,HK,9720.00万,4.0433,0.50,2.40亿,0.38,-,-,-,-
921,KSL控股,08575,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
922,凯顺能源,08573,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
923,修身堂股权,08572,HK,0.17,-,-,-,"    修身堂控股有限公司 (以下简称「修身堂」或「集团」)于2000年7月由张玉珊小姐创办,2003年11月成为首家于香港联合交易所上市的纯纤体股。2004年成功进军内地市场,开设经营多间尊贵旗舰店。近年修身堂更突破亚洲市场,进驻加拿大,于温哥华设店,成绩斐然。",-,54.63亿,HK,5463.41万,-,0.06,54.63亿,0.01,-,-,-,-
924,讯智海,08571,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
925,华普智通股权,08570,HK,0.01,-,-,-,"    华普智通系统有限公司是香港联合交易所创业版上市公司 ( 股票代码: HK8165) 。华普智通系统有限公司是在配合中国政府建设“网络化智能泊车管理系统”,改善城市静态交通系统,实施“畅通工程”的基础上逐渐发展壮大,其核心业务是以全新的智能卡技术作为发展方向,以网络通讯技术为发展核心,以信息处理的安全性、使用的适应性和操作的便捷性为发展目标,将最先进的电子支付技术成功应用於城市停车管理领域。",-,23.24亿,HK,2324.30万,-,1.02,23.24亿,6.82,-,-,-,-
926,宝联控股股权,08569,HK,0.06,-,-,-,"    我们是香港主要的全面环境服务供应商之一,提供全面的清洁及相关服务,例如公众地方及办公室清洁、通宵厨房清洁、废物管理及处置、外墙及玻璃清洁、石材地板保养及翻新、灭虫及焗雾处理以及房务服务。我们於商业大厦提供服务,包括办公大厦及购物商埸、酒店及服务式公寓、住宅屋苑、公共运输工具及其他场所(例如政府及学术机构)。",-,27.00亿,HK,2700.00万,-,0.17,27.00亿,0.10,-,-,-,-
927,智易控股股权,08568,HK,2.53,-,-,-,-,-,4.44亿,HK,444.45万,0.26,-,4.44亿,0.01,-,-,-,-
928,品创控股,08567,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
929,同仁资源,08566,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
930,凯顺能源股权,08565,HK,0.66,-,-,-,"    本公司根据开曼群岛公司法在开曼群岛注册成立为获豁免有限公司。
    本公司股份於香港联合交易所有限公司(「联交所」)创业板(「创业板」)上市。    
    本公司为投资控股公司,而其附属公司之主要业务为在中国投资矿业,销售及处理煤炭产品。",-,5.65亿,HK,565.26万,-,0.01,5.65亿,0.02,-,-,-,-
931,安悦国际控股-旧,08563,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
932,环球能源资源—旧,08561,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
933,华人饮食集团股权,08560,HK,0.00,-,-,-,"    本集团主要从事品牌管理,并为具声誉之买家采购不同产品。本集团推行之企业策略是将业务扩展至具备良好商业潜力及增长前景的其他行业,包括但不限於中国之食品和饮品行业。",-,26.42亿,HK,2641.80万,-,0.37,26.42亿,0.57,-,-,-,-
934,富誉控股,08559,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
935,云裳衣(二万),08558,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
936,麦迪森酒业(旧),08557,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
937,汇创控股(旧),08556,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
938,FOCUS MEDIA,08555,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
939,华人饮食(旧),08553,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
940,08552,08552,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
941,08551,08551,HK,-,-,-,-,-,-,-,HK,-,-,-,-,-,-,-,-,-
942,桦欣控股,08442,HK,2.16,-,-,-,"    我们是品牌时装零售商的服装设计及采购服务供应商。我们的客户主要包括时装零售商和纯网上时装零售商於往绩期间,我们为客户采购的服装产品是女士及儿童服装。我们目前於香港及英国均拥有展览厅。",-,3200.00万,HK,1.94亿,10.9513,2.80,3200.00万,-,-,0.27%,-,-
943,亚洲杂货,08413,HK,0.07,-,-,-,"    亚洲杂货有限公司为香港知名的食品及饮料杂货分销商,自於二十世纪七十年代开设最初的「鸿发号」杂货店以来於食品及饮料杂货分销行业拥有逾40年经验。我们专注於向广泛的客户(包括香港餐厅、非商业餐饮场所、酒店及私人会所、食品加工商及批发商)分销广泛的食品及饮料杂货组合。集团亦提供产品采购、重新包装、品质保证、仓储及储存、运输以及其他增值服务,为客户提供一站式食品及饮料杂货分销解决方案。",-,11.62亿,HK,3.72亿,31.3247,4.84,11.62亿,-,-,0.03%,-,-
944,兴证国际,08407,HK,1.07,-,-,-,"    本公司总部设在香港,是一家全面服务证券集团,提供全方位服务(包括经纪、贷款及融资、投资银行及资产管理服务)。控股股东兴业证券为中国领先的证券公司之一,於上海证券交易所上市(证券代码:601377)。得益於我们作为兴业证券附属公司的历史以及利用「兴证」的品牌声誉及我们的核心竞争力,我们巩固客户群,通过产品与服务创新满足客户的多元化需求,优化业务架构以应对不断变化的经济周期及全球金融市场的发展趋势。",-,40.00亿,HK,50.40亿,49.8418,1.17,40.00亿,9.79,-,-,-,-
945,寰亚矿业股权,08400,HK,-0.10,-,-,-,-,-,34.15亿,HK,13.66亿,508.5924,39.22,34.15亿,16.13,-,-,-,-
946,FIRSTCREDIT RTS,08399,HK,0.26,-,-,-,"    自二零零七年展开业务以来,本集团一直从事放债业务,主要营运附属公司第一信用为香港放债人条例规管的持牌放债人。公司於香港经营放债业务,提供有抵押及无抵押贷款。贷款对象通常包括三类客户:即个人、公司及外籍家佣。
    我们的贷款产品主要分为两类,即无抵押及有抵押贷款。我们通常备有两种还款方法供客户选择:(i)分期贷款:固定期数或灵活还款期,按固定或浮动利率计息;或(ii)固定贷款:期内按月纳息,到期一次偿还本金。",-,36.29亿,HK,3.05亿,9.0596,0.37,36.29亿,2.91,-,-,-,-
947,互娱中国股权,08396,HK,0.19,-,-,-,"    互娱中国文化科技投资有限公司(「互娱中国」,股票编号:8081)於2000年6月在香港联交所创业板上市。集团主要从事(i)移动互联网文化业务及提供资讯科技服务;(ii)提供医学诊断及体检服务;(iii)於澳洲提供住宿款待及相关服务;(iv)借贷业务;及(vi)资产投资业务。
    我们的目标是成为移动互联网文化行业的领先运营商和投资商。",-,53.36亿,HK,5336.24万,-,0.03,53.36亿,0.09,--,-,-,-
948,永耀集团控股股权,08395,HK,0.14,-,-,-,"    永耀集团控股有限公司,前称「彩娱集团有限公司」,於2000年10月13日依据香港公司条例注册成为有限公司,并成为本集团之控股公司。本集团之业务实质从1997年9月开始。
    永耀集团控股有限公司经香港联合交易所有限公司於2001年8月13日批准成为创业板之上市公司,联交所上市股份代号为8022。",-,16.03亿,HK,16.03亿,-,6.53,16.03亿,61.35,-,-,-,-
949,FIRSTCREDIT RTS,08393,HK,0.26,-,-,-,"    自二零零七年展开业务以来,本集团一直从事放债业务,主要营运附属公司第一信用为香港放债人条例规管的持牌放债人。公司於香港经营放债业务,提供有抵押及无抵押贷款。贷款对象通常包括三类客户:即个人、公司及外籍家佣。
    我们的贷款产品主要分为两类,即无抵押及有抵押贷款。我们通常备有两种还款方法供客户选择:(i)分期贷款:固定期数或灵活还款期,按固定或浮动利率计息;或(ii)固定贷款:期内按月纳息,到期一次偿还本金。",-,36.29亿,HK,21.77亿,64.7114,2.40,36.29亿,20.76,-,-,-,-
950,新宇国际股权,08392,HK,0.23,-,-,-,"    新宇国际实业( 集团 )有限公司「新宇国际」自2000年成为香港创业版的上市公司 。
    新宇国际自1996年以「汇科」作为品牌在香港创立注塑精密模具的生产研发基地。累积了多年制造模具及生产无瑕疵塑胶产品的经验, 新宇国际一直知悉到在生产过程中环保管理的重要。於2006年,新宇国际 开始进行多元化业务发展,并计划投入环保及资源化再生业务。",-,30.36亿,HK,85.00亿,137.2133,11.65,30.36亿,24.37,-,-,-,-
951,俊文宝石股权,08391,HK,0.17,-,-,-,-,-,33.70亿,HK,3370.39万,-,0.05,33.70亿,0.07,-,-,-,-
952,无限创意控股股权,08390,HK,2.15,-,-,-,-,-,2.20亿,HK,3081.32万,0.9359,0.07,2.20亿,0.16,-,-,-,-
953,中国基础资源股权,08389,HK,0.31,-,-,-,-,-,9.31亿,HK,1.57亿,-,0.43,9.31亿,0.72,--,-,-,-
954,荟萃国际控股股权,08388,HK,0.03,-,-,-,-,-,57.04亿,HK,22.82亿,-,13.79,57.04亿,10.90,-,-,-,-
955,家梦控股股权,08387,HK,0.14,-,-,-,"    我们主要从事设计、生产及销售床垫及软床产品。通过将软体床、床上用品及床垫的生产全部安置於同一厂房内,我们的董事认为此一站式方案的好处事半功倍。不仅使我们对产品质量拥有更多的控制力,亦使我们能够更快地响应市场变化。我们的厂房坐落於中国广东省广州市增城区,配备有三间产品展厅及两条生产线。",-,28.92亿,HK,5.21亿,-,1.81,28.92亿,11.25,-,-,-,-
956,新煮意控股股权,08386,HK,0.23,-,-,-,-,-,19.17亿,HK,1.04亿,-,0.07,19.17亿,0.51,--,-,-,-
957,皓文控股股权,08385,HK,0.24,-,-,-,-,-,21.47亿,HK,9015.39万,-,0.13,21.47亿,1.81,-,-,-,-
958,骏科网络讯息股权,08383,HK,0.19,-,-,-,"    互娱中国文化科技投资有限公司(「互娱中国」,股票编号:8081)於2000年6月在香港联交所创业板上市。集团主要从事(i)移动互联网文化业务及提供资讯科技服务;(ii)提供医学诊断及体检服务;(iii)於澳洲提供住宿款待及相关服务;(iv)借贷业务;及(vi)资产投资业务。
    我们的目标是成为移动互联网文化行业的领先运营商和投资商。",-,53.36亿,HK,18.68亿,-,1.39,53.36亿,3.11,-,-,-,-
959,中国3D数码股权,08382,HK,0.18,-,-,-,-,-,115.50亿,HK,47.93亿,-,3.62,115.50亿,6.02,--,-,-,-
960,环球大通集团股权,08381,HK,0.17,-,-,-,-,-,35.52亿,HK,17.23亿,-,2.50,35.52亿,32.33,-,-,-,-
961,同仁资源股权,08380,HK,0.19,-,-,-,-,-,8.31亿,HK,831.26万,-,1.61,8.31亿,0.52,-,-,-,-
962,中国3D数码－旧,08379,HK,-,-,-,-,-,-,-,HK,15.90亿,-,-,-,4.95,-,-,-,-
963,FOCUS MEDIA RTS,08378,HK,0.89,-,-,-,-,-,2.29亿,HK,229.42万,-,0.10,2.29亿,0.03,-,-,-,-
964,中国电力科技－旧,08377,HK,-,-,-,-,-,-,-,HK,4.47亿,-,-,2.29亿,1.68,-,-,-,-
965,汇财金融投资股权,08376,HK,0.20,-,-,-,"    汇财软件公司(「本集团」)主要从事金融交易软件解决方案的开发、销售及租借业务,主要产品为供金融机构专用的金融产品交易及结算系统。目标客户为於香港从事金融产品经纪业务的金融机构,特别是B组及C组经纪以及本地银行。本集团现有之交易及结算系统用作促进金融机构处理其客户买卖金融产品的运作,可涵盖交易及结算过程中由下达落盘指令、风险管理、合规至交收的整个交易周期。",-,12.61亿,HK,1260.58万,6.2778,0.09,12.61亿,0.19,-,-,-,-
966,锐康药业股权,08375,HK,0.34,-,-,-,"    锐康药业集团投资有限公司(「本公司」)於一九九六年在中国成立为中外合资企业,并於二零零四年六月在香港联交所创业板上市。
    本公司为一家投资控股公司,辖下附属公司的主要业务包括(i)於中国及香港制造、研发及分销,保健相关及医药产品;(ii)於香港提供医疗实验室检测服务及健康检查服务及(iii)於香港买卖证券。",-,7.88亿,HK,2.72亿,-,0.84,7.88亿,1.99,-,-,-,-
967,寰亚矿业股权,08373,HK,-0.10,-,-,-,-,-,34.15亿,HK,3415.20万,12.7148,0.98,34.15亿,0.40,-,-,-,-
968,DX.COM股权,08372,HK,0.09,-,-,-,-,-,27.76亿,HK,3609.08万,-,0.12,27.76亿,0.09,-,-,-,-
969,立基工程控股,08369,HK,0.09,-,-,-,"    立基工程(控股)有限公司为香港交易所上市公司(编号: 8369),其成员立基冷气工程有限公司成立於1997年,我们从事屋宇设备工程,主要有关於(i)机械通风及空调系统;(ii)电力系统;(iii)供水及排水系统;及(iv)消防系统之供应、安装及维修。为了满足客户的需求,立基提供全面及最优质和安全的机电工程服务- 从概念性规划,一般谘询,工程设计,到项目管理。",-,12.80亿,HK,3.39亿,13.2918,3.10,12.80亿,1.57,-,0.79%,-,-
970,利骏集团香港,08360,HK,0.18,-,-,-,"    我们是位於香港的室内设计及装修解决方案提供商。
    自一九九九年成立以来,我们一直专注於香港的写字楼细分市场。我们的创办人及执行董事邱先生及施女士於室内设计及项目管理方面拥有逾20年经验,因此我们相信能够维持我们於过去多年来建立的市场竞争优势。我们向客户提供包括空间规划、设计、装修及项目管理等全面的解决方案建议,帮助客户明确其需求,并向客户提供美观吸引的解决方案。",-,4.80亿,HK,1.09亿,-,1.27,4.80亿,1.50,-,0.11%,-,-
971,HYPEBEAST,08359,HK,0.04,-,-,-,"    我们制作并分发以次世代为对象的数码内容,为访客及追随者报导有关时装、生活时尚、文化及音乐的最新趋势。数码内容资讯透过我们的数码媒体平台(包括Hypebeast、Hypetrak及Popbee网站及应用程式)以及热门第三方社交媒体平台(包括Facebook、Google+、Instagram、Twitter、Pinterest、Youtube、微博及Snapchat)发送。我们的电子商务平台通常每年承载逾300种新潮的第三方品牌产品。",-,20.00亿,HK,3.60亿,84.4402,4.62,20.00亿,1.47,-,0.01%,-,-
972,俊文宝石,08351,HK,0.17,-,-,-,-,-,33.70亿,HK,7.25亿,-,1.23,33.70亿,1.57,钟表珠宝,1.74%,-,-
973,美固科技控股,08349,HK,0.10,-,-,-,"    南通美固复合材料有限公司是专注于玻璃钢产品的主要生产商之一。公司坚持质量创造价值,专业引导市场的经营理念,以诚信、优质、高效的服务理念,为国内外客户提供了优秀的工程设计,产品制造及服务。",-,4.00亿,HK,9.96亿,-,24.22,4.00亿,16.39,-,-,-,-
974,滨海泰达物流,08348,HK,2.68,-,-,-,"    天津滨海泰达物流集团股份有限公司是由天津泰达投资控股有限公司和天津经济技术开发区国有资产经营公司整合各自下属物流企业资源而组成的。
    滨海泰达物流成立于2006年6月26日,现注册资本3.54亿元人民币。2008年4月,滨海泰达物流在香港联交所创业板上市。  滨海泰达物流为一家投资控股公司,通过子公司天津泰达阿尔卑斯物流、天津丰田物流、泰达公共保税仓公司、天津元大现代物流和大连泰达阿尔卑斯物流提供全面物流服务。",-,9824.32万,HK,4.68亿,9.6548,0.49,3.54亿,0.19,-,-,-,-
975,火岩控股,08345,HK,0.68,-,-,-,"    火岩控股有限公司是一家实力雄厚的游戏开发商,总部设于中国深圳,专门从事开发面向全球玩家的网页游戏及移动设备游戏。为增强我们自主开发的网页游戏及移动设备游戏在不同地区的适销性及提升游戏玩家的游戏体验,我们以多种语言版本推出游戏。我们已以商业化方式推出游戏的多种语言版本,包括英文、日文、法文、德文、葡萄牙文、越南文、印尼文、俄文、简体中文及繁体中文,并授权不同授权营运商在全球各地营运。",-,1.60亿,HK,4.94亿,19.7155,4.56,1.60亿,7.46,-,0.11%,-,-
976,飞思达科技,08342,HK,0.26,-,-,-,"    飞思达是应用性能管理和网络性能监测的专业公司。我们是中国应用性能管理行业的市场领导者。
    NetVista和APM Vista平台是中国应用最广泛的互联网性能监控平台,能够为您提供应用性能端到端诊断和可视性,加速您应用的部署,提升客户满意度和业务的成功。",-,4.87亿,HK,3.21亿,27.722,2.52,4.87亿,2.62,-,0.03%,-,-
977,艾硕控股,08341,HK,0.32,-,-,-,"    AESO主要从事装修及装修的规定(包括变更和追加)香港处所承包服务。承接新建商业楼宇和住宅开发的装修工作.。我们亦为现有的商业楼宇进行翻新(包括改建及扩建)工作.。
    在我们的项目中,我们负责按照要求的工作范围全面执行项目,一般包括计划、协调、监督和监督整个建设期直至竣工。通过分包商、物料和设备采购管理,管理项目的成本、时间和质量.。",-,2.00亿,HK,5.20亿,37.8954,8.12,2.00亿,3.33,-,-,-,-
978,域高金融,08340,HK,0.04,-,-,-,"    大唐域高融资有限公司(「域高融资」)为域高金融集团有限公司(「域高金融集团」)之全资直属公司, 而域高金融集团的股份(股份代号: 8340)已 於2008年5月20日在香港联合交易所有限公司上市。
    域高融资是香港其中一间最活跃的本地企业融资财务顾问公司,并向客户提供以下全面的服务,当中包括:新股在主板及创业板上市;包销及分销新上市股票;企业融资财务顾问;收购及合并;企业重组;银团贷款安排及发行可转换债券。",-,6.40亿,HK,3.58亿,239.293,14.40,6.40亿,11.04,-,0.13%,-,-
979,电讯数码控股,08336,HK,0.64,-,-,-,"    本集团於一九七四年成立,为香港首批传呼服务营办商之一。於过去40年,我们一直於香港积极从事电讯及相关业务。我们於我们位於香港的门店销售支持流动话音服务的多品牌流动电话及本地预付SIM咭。我们目前於我们香港的门店网络(包含51间门店)销售七个国际知名品牌流动电话。我们目前是两个国际知名品牌流动电话的香港分销商,将该两个品牌的流动电话分销予批发商及零售商。",-,4.03亿,HK,15.11亿,16.8327,5.86,4.03亿,1.59,-,-,-,-
980,思博系统,08319,HK,0.09,-,-,-,"    我们是香港一家历史悠久且享负盛名的资讯科技基础设施解决方案供应商之一,这可从我们的生产商供应商为表扬我们营销彼等产品的技术能力及卓越表现而向我们颁发多个奖项及认可而可见一斑。取得上述奖项的准则主要基於所达至销售表现及技术专业水平,例如技术员工获得的技术证书及奖项,而生产商供应商亦会考量其他因素,如所接获的客户投诉数量,用户满意度及提升产品普及程度的措施。",-,8.00亿,HK,1.66亿,-,2.23,8.00亿,0.53,-,0.02%,-,-
981,财华社集团,08317,HK,0.16,-,-,-,"    本公司创立於一九九八年,於联交所上市,专注於两个分部,分别为(i)在香港及大中华地区开发、制作及提供财经资讯服务及技术解决方案予企业客户及散户;及(ii)证券及期货业务,其专门提供网上证券及期货买卖服务。本集团锐意以实时数据、财经新闻及智能的算法交易技术为投资於多个市场的机构及个人投资者提供包括财经资讯、分析以及证券及期货交易在内的一站式服务。
    本集团总部设於香港,於上海、深圳及北京各设有分公司。",-,5.29亿,HK,4.07亿,-,4.86,5.29亿,58.46,其他金融服务,-,-,-
982,柏荣集团控股,08316,HK,0.06,-,-,-,"    我们於2011年10月成立,为主要於香港从事基础业务的分包商。我们按项目经营业务。我们的项目涉及侧向承托工程、微型桩、工字桩及其他工程(例如泥土稳定及拔桩)。
    我们在策略上自身定位为香港基础行业的分包商。我们的目标客户主要包括总承建商及分包商。我们的客户主要为私营及公营部门建筑项目的总承建商或分包商。我们已竣工合计71项项目。",-,8.00亿,HK,14.00亿,-,29.26,8.00亿,6.58,-,-,-,-
983,冠辉集团控股,08315,HK,0.01,-,-,-,"    冠辉警卫有限公司是为客户提供合约式的护卫保安服务,本公司将致力献上全面优质服务,在长远的目标中,达致利润增长,使到客户、雇员及股东各方面都有所得益。
    本公司创立於二零零三年,承蒙各客户及各界人士的支持,从成立经营至今,为各私人机构、公营机构、学校及各政府部门设计及提供适当的护卫及保安服务,保障客户的财产,避免在火警、水浸、人为故意破坏、盗窃、或因其他风险而招致的损失。",-,76.80亿,HK,1.69亿,-,2.18,76.80亿,1.04,-,0.07%,-,-
984,圆美光电,08311,HK,0.24,-,-,-,"    圆美光电集团成立於2000年,主要代理及销售显示屏之零组件。本集团目前主要代理来自台湾群创光电的液晶显示屏、奇景光电的驱动晶片,及奇美材料科技的偏光片。目前并以功能手机、智慧型手机,及中小尺寸可携式产品(如平板电脑)为主要业务范围。",-,14.84亿,HK,10.98亿,11.7741,3.14,14.84亿,2.55,-,-,-,-
985,万成环球控股,08309,HK,0.08,-,-,-,"    我们是香港环境清洁解决方案供应商。我们拥有逾29年的行业经验,自1987年成立以来业务一直稳健发展,提供多类型服务,并将业务运作的覆盖范围扩展至香港全部18个区域。",-,6.00亿,HK,2.28亿,15.5726,4.65,6.00亿,5.09,-,1.19%,-,-
