,co_name,symbol,market,asset,co_business,cc,amplitude,pe_s_d,co_intro,exchange,mv,pb_d,ps_d,equity,industry
1940,鑫茂科技,000836,SZ,1.39,-,11.83亿,3.31%,154.09/209.27,"    公司(原名天津天大天财股份有限公司,2006年1月19日更名为天津鑫茂科技股份有限公司)成立于1997年9月16日,系根据天津市人民政府津证办字(1997)57号文批准,在原天津大学天财信息系统工程中心、天津大学填料塔新技术公司、天津华通高新技术公司整体改制的基础上,由天津大学、中国船舶工业总公司第七研究院七○七研究所、天津大学实业发展总公司、天津经济建设投资集团总公司、天津华泽(集团)有限公司、开益国际咨询研究中心、海南琼海市农贸产品交易批发中心有限责任公司等七家法人单位共同发起,以募集方式设立的股份有限公司。经中国证监会""证监发字(1997)第420号""文件批复公开发行股票,公司股票于1997年9月29日在深圳证券交易所挂牌公开交易。2006年1月16日,公司名称变更为天津鑫茂科技股份有限公司。",SZ,73.11亿,4.34,3.79,12.08亿,通信
1941,财信发展,000838,SZ,1.49,-,6.32亿,5.46%,65.15/72.90,"    公司(原名西南化机股份有限公司,2004年8月19日更名为蓝星石化科技股份有限公司,)是根据四川省人民政府川府发(1988)36号文件精神,经德阳市人民政府德市府函(1989)31号文批准,在原四川化工设备机械厂基础上改制,于1989年4月向社会公开发行股票的股份制试点企业。1997年6月26日,经中国证监会证监发字(1997)360号文批准,公司股票正式在深圳证券交易所挂牌交易。
    2007年公司名称由""蓝星石化科技股份有限公司""变更为""国兴融达地产股份有限公司""。
    2015年11月,公司名称由“国兴融达地产股份有限公司”变更为“财信国兴地产发展股份有限公司”。英文名称由“Guoxing Rongda Real Estate Co.,Ltd.”变更为“CASIN Guoxing Property Development Co.,Ltd.”。",SZ,72.52亿,4.43,4.54,11.00亿,房地产
1942,顺鑫农业,000860,SZ,12.13,-,5.63亿,2.92%,25.52/24.76,"    公司是经北京市人民政府京政函[1998]33号文批准,由北京顺鑫农业发展集团有限公司(原名为北京市泰丰现代农业发展中心)独家发起,以募集方式设立的股份有限公司,公司股本总额28,000万元,其中北京顺鑫农业发展集团有限公司以其经评估后的部分经营性净资产31,390万元投入股份公司,按66.90%的折股率折为国有法人股21,000万股,占总股本的75%;向社会公开发行社会公众股7,000万股,占总股本的25%。本公司于1998年9月21日正式成立。",SZ,105.27亿,1.52,0.93,5.71亿,-
1943,银星能源,000862,SZ,3.92,-,3.34亿,1.27%,507.53/60.26,"    公司前身系吴忠仪表股份有限公司,是经宁夏回族自治区人民政府宁政函(1997)116号文批准,由吴忠仪表集团有限公司、广州隆怡投资发展有限公司、机械工业部第十一设计研究院(现更名为""中联西北工程设计研究院"")共同发起并经中国证券监督管理委员会证监发字(1998)150号文件和证监发字(1998)151号文审核批准,向社会公众募集股份成立。吴忠仪表股份有限公司于1998年6月28日取得宁夏回族自治区工商行政管理局核发的企业法人营业执照。
    2007年吴忠仪表公司第二次临时股东大会通过了变更公司名称的议案:将公司中文全称变更为""宁夏银星能源股份有限公司"",并于2007年5月10日办理了工商登记手续。",SZ,55.98亿,2.02,3.88,7.09亿,公用事业
1944,同力水泥,000885,SZ,5.07,-,4.27亿,3.32%,224.27/111.89,"    公司系由洛阳春都集团有限责任公司独家发起,采用募集方式于1998年12月31日设立的股份有限公司。发起人将其生产西式低温肉制品、中西式清真制品、传统高温肉制品和PVDC薄膜及其再制品的肉类分公司、大同分公司、周口清真分公司、汕头分公司等四家分公司的经评估确认后的全部经营性净资产折为国有法人股10000万股。经1998年12月2日发行公众股6000万股后,公司总股本达16000万股。其公众股6000万股于1999年3月19日在深交所上市交易。",SZ,95.75亿,3.80,2.94,4.96亿,建筑材料
1945,海南高速,000886,SZ,2.67,-,9.65亿,2.95%,69.55/42.75,"    公司系经海南省证券委员会琼证字(1993)6号文批准,在海南省东线高速公路指挥部办公室的基础上改制设立的股份有限公司。本公司于1993年8月17日在海南省工商行政管理局登记注册,注册号4600001006370。",SZ,44.10亿,1.67,8.70,9.89亿,交通运输
1946,中鼎股份,000887,SZ,5.48,-,12.14亿,4.64%,30.40/27.99,"    安徽中鼎密封件股份有限公司原名安徽飞彩车辆股份有限公司,是经安徽省人民政府皖政秘(1998)第111号文件批准并由安徽飞彩(集团)有限公司独家发起设立的股份有限公司,成立于1998年10月23日。
    1998年12月3日,安徽飞彩车辆股份有限公司股票在深交所挂牌上市交易。
    2006年12月13日,公司收到中国证券登记结算有限责任公司深圳分公司的过户登记确认书,公司的控股股东由安徽飞彩(集团)有限公司变更为安徽中鼎控股(集团)股份有限公司。
    2007年1月18日,公司名称由""安徽飞彩车辆股份有限公司""变更为""安徽中鼎密封件股份有限公司""。",SZ,273.92亿,4.05,3.27,12.34亿,-
1947,峨眉山A,000888,SZ,3.92,-,5.27亿,3.97%,33.13/33.04,"    公司系由峨眉山旅游总公司与乐山市红珠山宾馆于1997年10月9日共同发起设立,始以发起人净资产折为国家股7866万股,经1997年9月18日发行后,上市时总股本达11866万股,其内部职工股400万股于公众股3600万股1997年10月21日在深证所上市交易期满半年后上市。",SZ,63.33亿,3.06,6.04,5.27亿,休闲服务
1948,茂业通信,000889,SZ,4.02,-,4.45亿,2.45%,47.24/47.80,"    公司(原""秦皇岛华联商城控股股份有限公司"")系经河北省人民政府冀股办(1997)18号批复批准,由秦皇岛华联商厦股份有限公司和秦皇岛商城股份有限公司合并设立。经中国证券监督管理委员会证监发字(1997)477号批复批准,本公司于1997年10月30日在深圳证券交易所上网发行人民币普通股3000万股,发行后股本11,005万股。后经送股、转增和配股,本公司总股本增至338,707,568元。
    2013年7月公司名称由""秦皇岛渤海物流控股股份有限公司""变更为""茂业物流股份有限公司""英文名称由""Qinhuangdao Bohai Logistics Holding Corporation Ltd.""变更为""Maoye Logistics Corporation Ltd.""。
    2015年11月,公司名称由“茂业物流股份有限公司”变更为“茂业通信网络股份有限公司”;英文名称由“Maoye Logistics Corporation Ltd.”变更为“Maoye Communication and Network Co.,Ltd”。",SZ,103.91亿,4.16,5.73,6.22亿,通信
1949,航天科技,000901,SZ,8.68,-,3.24亿,2.62%,99.65/97.40,"    公司是经黑龙江省人民政府黑政函[1998]66号文件批准,由中国航天工业总公司作为主发起人与天通计算机应用技术中心、哈尔滨工业大学高新技术开发总公司、北京奥润办公设备技术公司、哈尔滨市通用机电技术研究所、哈尔滨通用焊接切割成套设备制造厂、哈尔滨亚科工贸有限责任公司等七家共同发起,以募集方式设立的股份有限公司。",SZ,102.28亿,2.88,1.78,4.09亿,机械设备
1950,华北高速,000916,SZ,4.36,-,10.90亿,4.45%,17.62/17.20,"    华北高速公路股份有限公司是由华建交通经济开发中心、天津市京津塘高速公路公司、京津塘高速公路北京市公司和河北省公路开发有限公司四家企业共同发起,通过募集方式设立的股份有限公司,于1999年9月6日登记注册。
    1999年9月27日,华北高速公路股份有限公司向社会公开发行的人民币普通股A股在深圳证券交易所挂牌交易。
    2006年4月19日,华北高速公路股份有限公司实施了股权分置改革,股权分置改革完成后的股份总数维持不变。",SZ,52.87亿,1.11,5.86,10.90亿,-
1951,四川双马,000935,SZ,3.55,-,6.29亿,10.02%,208.25/180.42,"    四川双马水泥股份有限公司是经四川省人民政府以川府函(1998)505号文批准,于1998年10月20日设立的股份有限公司。
    1999年8月24日,四川双马水泥股份有限公司于1999年7月12日向社会公开发行A股股票5,800万股在深圳证券交易所上市。
    2011年4月28日,四川双马水泥股份有限公司取得中华人民共和国商务部签发的外商投资企业批准证书,批准本公司变更为外商投资股份制企业。",SZ,176.05亿,6.49,8.60,7.63亿,建筑材料
1952,南天信息,000948,SZ,5.68,-,2.46亿,3.73%,140.77/117.71,"    云南南天电子信息产业股份有限公司是由南天电子信息产业集团公司、珠海南方集团有限公司、云南省医药医疗器械工业公司、裴海平、李宏坤、周永泰、丁柏林七方发起人联合发起,以发起方式设立的股份有限公司,1998年12月21日在云南省工商局登记注册。
    1999年10月14日,云南南天电子信息产业股份有限公司于1999年8月18日向社会公开发行人民币普通股4000万股在深圳证券交易所上市交易。
    2008年5月14日,云南南天电子信息产业股份有限公司以非公开发行股票的方式向10家特定投资者发行了5,000万股人民币普通股(A股)。",SZ,29.12亿,2.08,1.36,2.47亿,-
1953,*ST建峰,000950,SZ,1.70,-,5.99亿,3.17%,-/-,"    重庆建峰化工股份有限公司原重庆民丰农化股份有限公司,系经重庆市人民政府渝府[1999]93号文批准,于1999年5月28日发起设立的股份有限公司。
    1999年8月11日,经中国证监会证监发行字[1999]88号文批准,重庆民丰农化股份有限公司向社会公开发行人民币普通股5,500万股,并于9月16日在深圳证券交易所上市交易。
    2006年5月24日,重庆民丰农化股份有限公司更名为重庆建峰化工股份有限公司。
    2007年10月18日,重庆建峰化工股份有限公司于2007年9月非公开发行的94,286,600股人民币普通股在深圳证券交易所上市。
    2009年9月9日,重庆建峰化工股份有限公司于2009年8月向建峰集团等共计6家特定对象共发行87,591,240股人民币普通股(A股),在深圳证券交易所上市。",SZ,64.19亿,6.32,2.44,5.99亿,化工
1954,*ST河化,000953,SZ,-0.30,-,2.94亿,3.08%,-/-,"    广西河池化工股份有限公司成立于1993年7月3日,系经广西体改委桂体改股(1993)32号文批准,由广西河池化学工业集团公司作为独家发起人,将广西河池氮肥厂整体改组,以定向募集方式募集社会法人股和内部职工股设立的股份公司。
    经中国证券监督管理委员会批准,公司于1999年9月3日向社会公开发行4,500万股人民币普通股股票,向基金配售500万股。其中:社会公众股于1999年12月2日上市交易,向基金配售部分于2000年2月14日上市流通。",SZ,35.32亿,497.69,8.87,2.94亿,-
1955,银亿股份,000981,SZ,2.81,-,25.74亿,4.73%,60.35/60.10,"    公司是经甘肃省人民政府甘政函[1998]56号文批准,以深圳兰光经济发展公司为主发起人,联合北京科力新技术发展总公司、北京公达电子有限责任公司、上海创思科技公司和深圳大学文化科技服务有限公司四家公司共同发起而设立的股份有限公司。2000年5月18日经中国证券监督管理委员会证监发行字[2000]60号文批准,本公司向社会公众发行人民币普通股5000万股。2011年8月18日,公司法定名称变更为""银亿房地产股份有限公司"",英文名称变更为""Yinyi Real Estate Co.,ltd.""。",SZ,310.12亿,3.61,3.20,30.58亿,房地产
1956,*ST中绒,000982,SZ,0.95,-,18.05亿,10.27%,-/-,"    公司原名宁夏圣雪绒股份有限公司,是经宁夏回族自治区经济体制改革委员会宁体改函字[1998]47号<关于设立宁夏圣雪绒股份有限公司的复函>的批准,由宁夏圣雪绒国际企业集团有限公司、北京国际电力投资开发有限公司、宁夏嘉源绒业有限公司、上海金桥(集团)有限公司、上海南丰投资有限公司五家单位发起设立的股份有限公司。经中国证券监督管理委员会证监发字[2000]76号文件核准,本公司于2000年6月16日公开发行人民币普通股3000万股,并于2000年7月6日在深圳证券交易所上市交易。",SZ,165.16亿,9.61,5.20,18.05亿,-
1957,诚志股份,000990,SZ,12.35,-,2.97亿,2.83%,171.13/56.89,"    诚志股份有限公司是经江西省股份制改革联审小组赣股(1998)04号文批准设立,于1998年10月9日在江西省工商行政管理局注册。
    经中国证监会证监发行字(2000)69号文批准,公司已于2000年6月9日至2000年6月26日向社会公众发行4,800万股A股,股票于2000年7月6日在深交所上市流通。",SZ,189.58亿,1.22,5.69,12.53亿,医药生物
1958,闽东电力,000993,SZ,4.10,-,3.73亿,4.58%,125.09/236.76,"    福建闽东电力股份有限公司是经福建省人民政府闽政体股[1998]30号文批准,由福建省闽东老区水电开发总公司为主要发起人,按照厂网分开的原则进行资产重组,以其下属的17座水电站除土地使用权外的经营性净资产出资,联合闽东电力电器厂、福建省闽东水电综合服务公司、闽东电力勘察设计所和宁德地区输变电工程公司四家单位,以发起设立方式设立的股份有限公司。
    经中国证监会证监发行字[2000]88号文核准,本公司已成功向社会公众公开发行人民币普通股(A股)10,000万股。",SZ,32.94亿,2.15,4.53,3.73亿,综合
1959,招商蛇口,001979,SZ,7.41,-,18.99亿,4.56%,16.34/14.36,"    蛇口工业区最早设立于1979年,是中国第一个外向型经济开发区,原为招商局集团有限公司的全资子公司,1998年6月,根据<中华人民共和国公司法>和国务院有关规定,改制为有限责任公司,并增加招商局轮船股份有限公司为股东。
    2015年6月26日,公司由“招商局蛇口工业区有限公司”更名为“招商局蛇口工业区控股股份有限公司”。",SZ,1565.80亿,2.68,2.28,79.04亿,-
1960,鸿达兴业,002002,SZ,1.70,-,20.75亿,4.96%,22.08/17.82,"    公司是于2001年经江苏省人民政府苏政复(2001)17号批复同意由扬州英利塑胶有限公司依法整体变更设立的股份有限公司,于2004年6月25日在深交所挂牌上市。
    公司拥有“环保、新材料和交易所”三大产业体系,形成中国新材料行业最完整的一体化循环经济产业链。公司下设内蒙古乌海化工有限公司、内蒙古中谷矿业有限责任公司、西部环保有限公司、广东兴业土壤改良基金管理有限公司、包头市新达茂稀土有限公司、内蒙古联丰稀土化工研究院有限公司、江苏金材科技有限公司、广东塑料交易所股份有限公司、广东地球土壤研究院等子公司。",SZ,180.58亿,4.38,2.76,24.21亿,化工
1961,德豪润达,002005,SZ,3.77,-,11.66亿,5.36%,197.22/185.27,"    广东德豪润达电气股份有限公司的前身为珠海华机电器有限公司,是于1996年5月14日在珠海市设立的中外合资经营企业。1996年7月30日,经珠海市外资办以珠引管函[1996]046号文批准,珠海华机电器有限公司更名为""珠海华润电器有限公司""。2000年10月12日,珠海华润电器有限公司的公司性质由中外合资企业变更为内资有限责任公司。2001年10月31日,珠海华润电器有限公司整体变更为股份有限公司,企业名称变更为广东德豪润达电气股份有限公司。",SZ,62.56亿,1.19,1.52,13.96亿,电子
1962,精功科技,002006,SZ,2.07,-,4.43亿,3.03%,57.42/54.92,"    公司系经浙江省人民政府浙上市[2000]12号文批准,在原绍兴精工科技有限公司基础上整体变更设立的股份有限公司,由精功集团有限公司、中国科技开发院浙江分院、浙江省科技开发中心、孙建江和邵志明发起设立的。2004年经中国证券监督管理委员会证监发行字[2004]61号文核准,于2004年6月9日向社会公开发行人民币普通股(A股)3,000万股。经浙江省工商行政管理局核准变更登记,公司法定中文注册名称工商变更登记手续已经办理完毕,已由""浙江精工科技股份有限公司""变更为""浙江精功科技股份有限公司"",英文名称保持不变,并换领了新的企业法人营业执照。",SZ,36.09亿,3.83,5.65,4.55亿,机械设备
1963,凯恩股份,002012,SZ,2.58,-,4.68亿,11.30%,633.43/171.74,"    公司系经浙江省人民政府证券委员会浙证委[1997]156号文批准,由浙江遂昌凯恩集团有限公司(现已更名为凯恩集团有限公司)、浙江遂昌凯恩集团有限公司工会、遂昌县电力工业局、丽水地区资产重组托管有限公司和浙江利民化工厂五家发起人共同发起设立。公司于2004年6月8日获准发行人民币普通股A股30,000,000股,并于2004年7月5日在深圳证券交易所挂牌交易。",SZ,55.04亿,4.56,5.85,4.68亿,轻工制造
1964,中航机电,002013,SZ,3.12,-,20.95亿,7.45%,42.62/40.65,"    公司系经原国家经贸委""国经贸企改[2000]1110号""文批准,以中国航空救生研究所为主发起人,联合东风汽车股份有限公司、中国航空工业总公司宏伟机械厂、中国航空工业总公司汉江机械厂、湖北华光器材厂(现已更名为湖北华光新材料有限公司)等5家法人单位及王承海等16位自然人,以发起方式设立的股份有限公司。
    经中国证券监督管理委员会""证监发行字[2004]84号""文核准,公司于2004年6月18日采用网上向二级市场投资者定价配售的发行方式,首次公开向社会发行人民币普通股(A股)2000万股,已于2004年7月5日在深圳证券交易所上市交易。
    2014年2月28日,公司名称由""湖北中航精机科技股份有限公司""变更为""中航工业机电系统股份有限公司"",英文名称由""Hubei Aviation Precision Machinery Technology Co.,Ltd.""变更为""AVIC Electromechanical Systems Co.,Ltd.""。",SZ,248.51亿,3.31,2.89,24.06亿,国防军工
1965,航天电器,002025,SZ,5.19,-,4.29亿,2.14%,41.41/39.71,"    公司是由贵州航天朝晖电器厂,联合贵州航天朝阳电器厂、贵州航天工业有限责任公司、遵义朝日电器有限责任公司、梅岭化工厂、上海英谱乐惯性技术有限公司、国营风华机器厂、贵州航天凯天科技有限责任公司共同发起设立的股份制企业。
    公司于2004年7月9日首次公开发行人民币普通股(A股)2570万股,流通股发行后股份总数增加至8000万股,2005年4月公司用资本公积转增股本1600万股,转增后股本总额增加至9600万元,公司于2004年7月26日在深圳证券交易所挂牌上市。",SZ,108.11亿,4.85,5.22,4.29亿,电子
1966,丽江旅游,002033,SZ,4.02,-,5.49亿,2.80%,23.99/23.38,"    公司前身为丽江玉龙雪山旅游索道有限公司,是经云南省人民政府""外经贸滇胞(1995)177号""文批准,于1995年12月14日设立的中外合资企业。
    2001年9月5日经云南省经济贸易委员会""云经贸企改[2001]526号""文批准,本公司以2001年6月30日经审计后的净资产74,323,048元按照1:1的比例折合股份74,323,048股,变更为股份有限公司。
    经中国证券监督管理委员会""证监发行字[2004]125号""<关于核准丽江玉龙旅游股份有限公司公开发行股票的通知>核准,本公司于2004年8月10日按每股6.90元的发行价格,以""向二级市场投资者定价配售""的方式向社会公开发行人民币普通股2500万股。",SZ,53.69亿,2.43,6.89,5.49亿,休闲服务
1967,双鹭药业,002038,SZ,5.88,-,5.67亿,2.28%,38.78/40.76,"    公司是由新乡白鹭化纤集团有限责任公司等四家法人单位以及徐明波等五位自然人于2000年6月共同发起设立的股份有限公司。经中国证券监督管理委员会批准,公司以募集方式向社会公开发行A股股票并于2004年9月9日在深圳证券交易所上市。",SZ,175.33亿,4.36,17.85,6.85亿,医药生物
1968,黔源电力,002039,SZ,6.95,-,3.05亿,1.62%,33.58/64.59,"    公司1993年6月经贵州省体改委黔体改股字(1993)92号文批准,由贵州省电力投资公司、国能中型水电实业开发公司、贵州新能实业发展公司、贵州省普定县资源开发公司联合发起,以定向募集方式设立的股份有限公司。
    2005年1月24日,经中国证券监督管理委员会证监发行字[2005]4号文核准,公司向社会公开发行人民币普通股(A股)5,000万股,并于2005年3月3日在深圳证券交易所挂牌交易。",SZ,43.52亿,2.05,2.60,3.05亿,公用事业
1969,紫光国芯,002049,SZ,5.38,-,6.00亿,1.42%,55.75/57.35,"    本公司系2001年8月17日经河北省人民政府以冀股办(2001)88号文批准,由唐山晶源裕丰电子有限公司整体变更而成的股份有限公司。
    2005年5月,经中国证券监督管理委员会证监发行字(2005)18号文核准,本公司向社会公开发行人民币普通股(A股)25,000,000股。2007年2月经中国证券监督管理委员会证监发行字[2007]36号文件核准,本公司向社会非公开定向发行人民币普通股1450万股并于2007年3月份在深圳证券交易所上市。
    2012年7月23日,公司名称由""唐山晶源裕丰电子股份有限公司""变更为""同方国芯电子股份有限公司"",英文名称由“Tangshan Jingyuan Yufeng Electronics Co.,Ltd.”变更为“Tongfang Guoxin Electronics Co.,Ltd.”,英文简称由“Jingyuan Electronics”变更为“TGE”。
    2016年4月7日,公司名称由“同方国芯电子股份有限公司”变更为“紫光国芯股份有限公司”,英文名称由“Tongfang Guoxin Electronics Co.,Ltd.”变更为“Unigroup Guoxin Co.,Ltd.”",SZ,187.39亿,5.74,14.35,6.07亿,电子
1970,云南旅游,002059,SZ,2.04,-,7.09亿,2.46%,106.23/89.56,"    公司系经云南省人民政府""云政复(2000)175号""文批准,由云南世博集团有限公司作为主发起人,联合云南红塔集团有限公司、云南世博广告有限公司、昆明樱花实业股份有限公司、云南铜业(集团)有限公司、北京周林频谱科技有限公司共同发起设立。
    本公司经中国证券监督管理委员会""证监发行字[2006]35号""<关于核准昆明世博园股份有限公司公开发行股票的通知>的批准,2006年8月在深交所首次公开发行,发行股份总量为5,500万股。
    经公司申请,并经深圳证券交易所核准,公司名称自2010年9月16日变更,公司全称变更为:云南旅游股份有限公司,英文名称为:Yunnan Tourism Co.,Ltd。",SZ,70.96亿,4.76,4.67,7.31亿,休闲服务
1971,*ST众和,002070,SZ,1.02,-,5.67亿,2.06%,-/-,"    公司经福建省人民政府闽政体股[2002]04号文批准,由福建众和集团有限公司整体变更设立。于2002年2月25日取得企业法人营业执照。2006年10月12日,公司首次公开发行股票成功,在深圳证券交易所挂牌交易。公司主营棉休闲面料的开发、生产和销售,现有总股本12960万股,拥有五条国内先进的染色生产线和相配套的后整理设备。公司现为福建省""百家重点企业""、福建省民营百强企业、国内棉休闲面料龙头企业和莆田市首家国内上市企业。",SZ,64.61亿,10.00,7.77,6.35亿,纺织服装
1972,凯瑞德,002072,SZ,0.53,-,1.76亿,1.36%,306.24/191.39,"    山东德棉股份有限公司是经山东省经济体制改革委员会鲁体改函字[2000]第32号文件批准,由山东德棉集团有限公司、德州恒丰纺织有限公司、德州双威实业有限公司、山东德棉集团德州实业有限公司、山东华鲁恒升(集团)有限公司共同发起,于2000年6月12日注册成立的股份有限公司。经中国证券监督管理委员会证监发行字[2006]74号文<关于核准山东德棉股份有限公司首次公开发行股票的通知>核准,公司分别于2006年9月20日、2006年9月26日公开发行7000万股人民币普通股。2008年3月28日,公司2007年度股东大会表决通过了以2007年末总股本16,000万股为基数,以资本公积每10股转增1股,合计转增股本1,600万股,转增后公司注册资本变更为17,600万元。
    自2014年11月24日起,公司名称由“山东德棉股份有限公司”变更为“凯瑞德控股股份有限公司”,英文名称由“Shandong Demian Incorporated Company”变更为“Kairuide Holding Co.,Ltd.”。",SZ,43.96亿,47.25,909.12,1.76亿,纺织服装
1973,沙钢股份,002075,SZ,1.29,-,22.07亿,1.92%,161.70/110.28,"    江苏沙钢股份有限公司的前身为高新张铜金属材料有限公司,系由中国高新投资集团公司和江苏张铜集团有限公司共同投资组建的国家级高新技术企业。
    根据2001年9月股东会决议,并经2001年12月26日江苏省人民政府苏政复[2001]223号文批准,高新张铜金属材料有限公司整体变更为高新张铜股份有限公司。2006年9月经中国证券监督管理委员会证监发行字〔2006〕81号文核准,本公司向社会公众发行人民币普通股(A股)90,000,000股并于2006年10月25日在深圳证券交易所挂牌交易。
    根据江苏省工商局的核准,公司中文名称由""高新张铜股份有限公司""变更为""江苏沙钢股份有限公司"";英文名称由""GAOXIN ZHANGTONG CO.,LTD.""变更为""JIANGSU SHAGANG CO.,LTD.""。",SZ,355.73亿,12.47,5.37,22.07亿,-
1974,雪莱特,002076,SZ,1.39,-,2.10亿,2.19%,128.39/120.91,"    广东雪莱特光电科技股份有限公司成立于1992年12月21日,前身为广东省南海市东二华星光电实业公司,系在南海市工商行政管理局登记注册的集体所有制企业。
    本公司于2004年10月21日领取了4400001010121号企业法人营业执照,名称变更为""广东雪莱特光电科技股份有限公司""。
    经中国证券监督管理委员会证监发行字[2006]82号文<关于核准广东雪莱特光电科技股份有限公司首次公开发行股票的通知>核准,2006年10月,公司向社会公开发行人民币普通股(A股)26,000,000.00股,于2006年10月25日在深圳证券交易所挂牌上市。",SZ,52.00亿,10.18,6.26,3.67亿,电子
1975,栋梁新材,002082,SZ,5.84,-,2.06亿,3.48%,65.66/67.62,"   浙江栋梁新材股份有限公司系经浙江省人民政府证券委员会浙证发[1999]第14号文《关于同意设立浙江栋梁铝业股份有限公司的批复》批准，由湖州市漾西镇资产经营有限公司和陆志宝、沈百明、徐引生、宋铁和等18名自然人，在浙江湖州栋梁集团公司整体改制基础上共同发起设立的股份有限公司。
   现有注册资本133,120,000.00元，股份总数133,120,000股（每股面值1元），其中：有限售条件的流通A股85,136,000股，无限售条件的流通A股47,984,000股。公司股票已于2006年11月20日在深圳证券交易所挂牌交易。",SZ,45.79亿,3.29,0.50,2.38亿,建筑材料
1976,国脉科技,002093,SZ,2.98,-,8.48亿,3.03%,108.64/91.56,"    公司是于2000年12月29日由陈国鹰、林惠榕等13位国内自然人发起设立。2006年11月23日经中国证券监督管理委员会证监发审字[2006]130号文批准同意向社会公开发行股票,并于2006年12月4日向社会公开发行个人股1670万股,公司注册资本变更为6,675万元。2006年12月15日公司股票获准在深圳证券交易所上市交易。",SZ,84.03亿,2.80,6.57,10.07亿,通信
1977,浔兴股份,002098,SZ,3.18,-,3.10亿,2.41%,42.57/41.97,"    公司前身晋江县浔兴精密模具有限公司成立于1992年2月17日。
    因晋江县于1994年12月撤县建市,公司名称变更为晋江市浔兴精密模具有限公司。
    2003年4月17日,晋江市浔兴精密模具有限公司整体变更设立福建浔兴拉链科技股份有限公司。",SZ,50.44亿,4.43,4.59,3.58亿,纺织服装
1978,海翔药业,002099,SZ,3.02,-,8.39亿,2.93%,47.16/50.93,"    公司系经浙江省人民政府企业上市工作领导小组浙上市[2004]16号文批准,由罗邦鹏、上海复星化工医药投资有限公司、张志敏、张智岳、罗煜竑、郑志国、李维金、中化宁波进出口有限公司(现更名为中化宁波(集团)有限公司)、重庆医药工业研究院有限责任公司和浙江美阳国际石化医药工程设计有限公司共同发起,在原浙江海翔医药化工有限公司基础上整体变更设立的股份有限公司。",SZ,106.13亿,2.17,4.43,16.23亿,-
1979,天康生物,002100,SZ,2.84,-,7.09亿,2.36%,18.87/18.37,"    公司是依照<中华人民共和国公司法>的规定,经新疆维吾尔自治区人民政府新政函(2000)275号文件批准,由新疆兵团草业开发技术服务中心对其下属的新疆天康技术发展公司进行改制,以与饲料业务相关的经营性资产出资,并联合新疆维吾尔自治区畜牧科学院、新疆生物药品厂、新疆农垦科学院、乌鲁木齐中实智帮企业顾问有限公司和自然人陈静波、钟诚、朱文涛共同发起设立的股份有限公司。
    经中国证监会""证监发行字[2006]144号""文件核准,本公司首次公开发行1,600万股社会公众股,于2006年12月26日在深圳证券交易所挂牌交易。
    2006年7月14日,本公司主发起人新疆兵团草业开发技术服务中心改制为新疆天康投资控股有限公司,并于2006年11月21日更名为新疆天康控股(集团)有限公司。
    2015年6月16日,公司名称由新疆天康畜牧生物技术股份有限公司变更为天康生物股份有限公司,英文名称由Xinjiang Tecon Animal Husbandry Bio-Technology Co.,Ltd.变更为Tecon Biology Co.,ltd.。",SZ,74.08亿,2.71,1.65,9.63亿,-
1980,天润数娱,002113,SZ,1.26,-,4.73亿,3.67%,262.26/242.30,"    公司系由岳阳化工股份有限公司更名而来,岳阳化工股份有限公司是1988年经中国人民银行湖南省分行湘银[1988]400号文和岳阳市人民政府岳政发[1988]11号文批准,由岳阳化肥厂经整体改制,向社会公开募集设立的湖南省国有大中型工业企业中第一家股份制企业。公司前身为湖南省岳阳化肥厂,1988年3月23日经岳阳市人民政府岳政发[1988]11号文批准进行股份制试点,并经中国人民银行湖南省分行湘银[1988]400号文批准发行股票。1989年4月2日,公司在岳阳市工商行政管理局注册登记。经深圳证券交易所深证上[2007]13号<关于湖南天润化工发展股份有限公司人民币普通股股票上市的通知>批准,公司于2007年2月8日在深圳证券交易所上市。
    公司名称由""湖南天润化工发展股份有限公司""变更为""湖南天润实业控股股份有限公司"",英文名称由""HUNAN TIANRUN ENTERPRISES DEVELOPMENT CO.,LTD""变更为""HUNAN TIANRUN ENTERPRISES HOLDING CO.,LTD"",自2011年1月31日起公司启用新的公司名称。
    2016年7月1日,公司名称由“湖南天润实业控股股份有限公司”变更为“湖南天润数字娱乐文化传媒股份有限公司”,英文名称由“HUNAN TIANRUN ENTERPRISES HOLDING CO.,LTD”变更为“Hunan Tianrun Digital Entertainment&Cultural Media Co.,Ltd.”。",SZ,141.92亿,14.88,160.53,7.54亿,综合
1981,罗平锌电,002114,SZ,5.41,-,2.72亿,2.81%,74.61/55.03,"    公司是经云南省经贸委云经贸企改[2000]735号文<云南省经贸委关于设立云南罗平锌电股份有限公司的批复>批准,由罗平县锌电公司作为主发起人,联合罗平县迅达实业有限责任公司、云南天浩集团有限公司、罗平县医药公司、昆明天津三达电气有限公司、寻甸回族彝族自治县化肥厂等五家发起人于2000年12月21日共同发起设立的股份有限公司。
    根据中国证券监督管理委员会证监发行字[2007]14号文件核准,2007年2月1日本公司向社会公众发行了2560万股人民币普通股,并于2007年2月15日在深圳证券交易所挂牌交易。",SZ,61.87亿,3.53,5.24,3.23亿,-
